Provider,PotentialFraud,Age,NumPhysiciansSeen,NumProcedures,NumDiagnosisClaims,InscClaimAmtReimbursed,DeductibleAmtPaid,NoOfMonths_PartACov,NoOfMonths_PartBCov,IPAnnualReimbursementAmt,IPAnnualDeductibleAmt,OPAnnualReimbursementAmt,OPAnnualDeductibleAmt,ChronicCond_Alzheimer,ChronicCond_Heartfailure,ChronicCond_KidneyDisease,ChronicCond_Cancer,ChronicCond_ObstrPulmonary,ChronicCond_Depression,ChronicCond_Diabetes,ChronicCond_IschemicHeart,ChronicCond_Osteoporasis,ChronicCond_rheumatoidarthritis,ChronicCond_stroke
PRV54120,False,68.5,1.5,0.0,6.0,500.0,0.0,12.0,12.0,0.0,0.0,2460.0,85.0,1,1,0,0,1,1,1,1,1,1,0
PRV54121,False,79.5625,1.0833333333333333,0.0,3.2708333333333335,320.2083333333333,2.9166666666666665,12.0,12.0,2811.875,378.25,2553.125,592.0833333333334,14,24,29,5,14,29,40,30,17,15,1
PRV54122,False,85.5,1.25,0.0,2.75,127.5,0.0,12.0,12.0,0.0,0.0,2312.5,930.0,2,1,2,0,1,2,3,3,0,1,0
PRV54123,False,76.0,1.0,0.0,3.0,55.0,30.0,12.0,12.0,0.0,0.0,1465.0,410.0,1,2,1,0,1,1,2,2,0,2,0
PRV54124,False,67.8,1.4,0.0,3.6,140.0,0.0,12.0,11.4,0.0,0.0,712.0,122.0,1,2,2,1,2,1,2,3,2,1,0
PRV54125,False,77.45454545454545,1.1818181818181819,0.0,2.909090909090909,652.7272727272727,0.0,12.0,12.0,12763.636363636364,873.8181818181819,3883.6363636363635,906.3636363636364,4,10,7,1,2,4,8,9,6,5,4
PRV54127,False,73.46428571428571,1.1785714285714286,0.0,2.3214285714285716,325.0,0.0,12.0,11.785714285714286,4989.285714285715,457.7142857142857,3449.6428571428573,688.2142857142857,8,18,18,6,8,10,20,19,14,6,5
PRV54128,False,71.07407407407408,1.4074074074074074,0.0,3.037037037037037,386.6666666666667,0.0,12.0,12.0,4348.148148148148,593.3333333333334,3458.5185185185187,675.925925925926,1,19,15,14,4,6,15,19,1,10,1
PRV54129,False,79.2,1.2,0.0,2.2,624.0,0.0,12.0,12.0,9006.0,854.4,1956.0,466.0,2,4,1,0,2,1,4,3,2,2,0
PRV54130,False,75.078125,1.34375,0.0,3.03125,143.90625,3.4375,12.0,12.0,2634.375,896.25,2069.6875,555.0,31,42,34,8,28,30,47,50,16,26,8
PRV54131,False,75.20833333333333,1.375,0.0,3.125,167.08333333333334,0.4166666666666667,12.0,12.0,166.66666666666666,89.0,1144.1666666666667,473.3333333333333,5,8,7,2,15,15,15,15,8,6,2
PRV54132,False,64.6,1.4,0.0,3.8,106.0,0.0,12.0,12.0,0.0,0.0,2678.0,444.0,0,2,0,0,1,1,2,2,0,2,0
PRV54133,False,76.36,1.04,0.0,3.28,142.4,0.0,11.52,12.0,2761.6,384.48,2085.2,420.4,6,15,10,2,6,10,19,19,7,5,1
PRV54134,False,75.52272727272727,1.3409090909090908,0.022727272727272728,3.090909090909091,619.3181818181819,50.13636363636363,12.0,11.886363636363637,1613.6363636363637,315.54545454545456,1405.4545454545455,534.3181818181819,19,24,14,5,13,15,34,27,14,21,5
PRV54135,False,48.333333333333336,1.3333333333333333,0.0,4.0,86.66666666666667,0.0,12.0,12.0,0.0,0.0,1713.3333333333333,486.6666666666667,1,1,0,0,0,2,2,3,1,0,0
PRV54136,False,71.9,1.3,0.0,2.466666666666667,252.33333333333334,4.0,12.0,12.0,2418.6666666666665,284.8,2158.3333333333335,558.3333333333334,7,22,10,1,18,13,16,16,19,6,6
PRV54139,False,69.29292929292929,1.393939393939394,0.030303030303030304,2.9797979797979797,621.010101010101,55.75757575757576,11.878787878787879,11.93939393939394,4420.909090909091,485.45454545454544,2482.929292929293,681.8181818181819,48,55,37,28,25,44,69,67,18,21,19
PRV54140,False,72.0,1.0,0.0,2.3333333333333335,38.333333333333336,0.0,12.0,12.0,1783.3333333333333,178.0,1505.0,448.3333333333333,4,5,3,0,4,3,4,6,2,1,1
PRV54141,False,74.93548387096774,1.1935483870967742,0.0,2.3225806451612905,293.5483870967742,0.3225806451612903,12.0,12.0,290.3225806451613,103.35483870967742,2106.451612903226,416.7741935483871,12,22,11,2,3,12,18,30,12,8,7
PRV54142,False,71.53571428571429,1.1071428571428572,0.0,3.142857142857143,355.0,3.5714285714285716,12.0,12.0,3321.4285714285716,529.1428571428571,3673.5714285714284,1253.2142857142858,26,17,16,0,12,12,25,24,11,23,10
PRV54144,True,73.99659863945578,1.2448979591836735,0.0,2.5476190476190474,248.74149659863946,2.82312925170068,12.0,11.97278911564626,2821.496598639456,272.44897959183675,1619.2176870748299,643.5714285714286,129,170,106,41,91,133,222,227,73,115,10
PRV54145,False,76.66666666666667,1.3333333333333333,0.0,2.6666666666666665,1053.3333333333333,3.3333333333333335,12.0,12.0,0.0,0.0,3643.3333333333335,863.3333333333334,2,4,3,2,0,1,6,6,1,2,1
PRV54146,False,80.4,1.0,0.0,1.6,48.0,0.0,12.0,12.0,2200.0,213.6,160.0,72.0,0,3,0,0,1,1,1,4,1,1,0
PRV54148,False,78.0,1.0,0.0,1.0,90.0,0.0,12.0,12.0,0.0,0.0,1250.0,1260.0,0,1,1,0,1,0,0,1,0,0,1
PRV54149,True,71.25,1.25,0.0,4.1875,2168.75,333.75,12.0,12.0,6407.5,1068.0,2298.75,299.375,3,8,6,1,4,2,12,11,6,6,1
PRV54150,False,73.96,1.16,0.0,2.8,440.8,6.8,12.0,12.0,4188.0,1118.08,1978.4,338.4,12,17,12,5,13,11,15,17,11,9,7
PRV54153,False,70.85714285714286,1.2142857142857142,0.2857142857142857,4.0,2957.8571428571427,228.85714285714286,11.142857142857142,12.0,7785.714285714285,686.5714285714286,1756.4285714285713,722.8571428571429,8,5,5,2,4,5,8,12,7,7,1
PRV54154,False,75.41666666666667,1.1666666666666667,0.0,2.75,136.66666666666666,0.0,12.0,12.0,1686.6666666666667,267.0,1065.0,422.5,6,7,4,2,4,6,7,11,6,3,0
PRV54155,False,76.58823529411765,1.1372549019607843,0.0196078431372549,2.411764705882353,479.2156862745098,25.254901960784313,11.529411764705882,12.0,739.2156862745098,83.76470588235294,1300.9803921568628,503.52941176470586,16,35,17,10,22,20,34,43,15,13,13
PRV54156,False,79.05785123966942,1.0,0.0,2.793388429752066,251.900826446281,1.9008264462809918,12.0,12.0,1791.404958677686,264.79338842975204,1428.9256198347107,498.5123966942149,63,73,28,13,43,58,79,87,45,32,13
PRV54157,False,71.76153846153846,1.1384615384615384,0.0,2.753846153846154,215.23076923076923,1.3846153846153846,11.723076923076922,11.746153846153845,3513.846153846154,766.0,1356.076923076923,471.3076923076923,57,82,51,15,48,59,88,109,54,31,9
PRV54158,False,72.66666666666667,1.4444444444444444,0.0,1.7777777777777777,262.22222222222223,0.0,12.0,12.0,2902.222222222222,593.3333333333334,1605.5555555555557,420.0,4,3,4,1,3,3,6,6,2,2,0
PRV54159,False,77.08823529411765,1.1470588235294117,0.0,2.911764705882353,423.52941176470586,2.9411764705882355,12.0,12.0,4276.176470588235,485.88235294117646,4949.411764705882,1165.8823529411766,13,23,14,9,11,15,27,26,8,11,3
PRV54160,False,73.55555555555556,1.6666666666666667,0.0,2.2222222222222223,485.55555555555554,0.0,12.0,12.0,1346.6666666666667,237.33333333333334,1793.3333333333333,408.8888888888889,3,5,2,1,0,4,4,6,2,2,0
PRV54162,False,78.8125,1.3125,0.0,2.71875,255.0,1.25,11.625,11.25,1406.25,233.625,1556.5625,235.9375,15,15,8,1,6,21,21,22,14,18,2
PRV54163,False,71.65853658536585,1.0,0.0,2.8780487804878048,215.1219512195122,3.1707317073170733,12.0,12.0,7051.707317073171,664.0975609756098,1648.780487804878,551.4634146341464,14,24,13,4,18,21,29,27,10,11,3
PRV54164,False,80.0,0.5,0.0,3.5,2050.0,534.0,12.0,12.0,2000.0,534.0,3265.0,1835.0,0,1,0,0,1,2,2,1,0,1,0
PRV54166,False,72.3,1.0,0.0,3.1,325.0,0.0,12.0,12.0,700.0,106.8,1364.5,372.5,8,12,7,4,5,11,9,15,7,5,3
PRV54167,False,73.44444444444444,1.3333333333333333,0.0,3.5555555555555554,204.44444444444446,11.11111111111111,12.0,12.0,6322.222222222223,474.6666666666667,1060.0,690.0,1,6,2,2,5,2,5,6,4,3,0
PRV54168,False,75.55223880597015,1.044776119402985,0.0,3.1791044776119404,512.6865671641791,21.16417910447761,12.0,11.82089552238806,2380.89552238806,269.97014925373134,3390.2985074626868,917.6119402985074,31,48,40,9,14,30,54,52,10,20,2
PRV54171,False,76.20833333333333,1.2638888888888888,0.0,3.1805555555555554,288.05555555555554,4.583333333333333,11.666666666666666,12.0,6423.333333333333,726.8333333333334,2484.722222222222,518.8888888888889,11,48,29,20,34,39,48,50,23,19,8
PRV54172,False,70.0,1.5,0.0,3.5,70.0,0.0,12.0,12.0,11500.0,1068.0,3400.0,945.0,2,2,1,1,0,0,1,2,0,1,0
PRV54173,False,78.14285714285714,1.1428571428571428,0.0,2.0,91.42857142857143,0.0,12.0,11.857142857142858,3142.8571428571427,610.2857142857143,2224.285714285714,401.42857142857144,1,5,4,2,3,2,3,5,2,4,0
PRV54175,False,81.0,1.0,0.0,2.0,80.0,0.0,12.0,12.0,0.0,0.0,80.0,10.0,0,1,0,0,0,1,1,1,0,0,0
PRV54176,False,73.4,1.0,0.0,2.9,167.0,0.0,12.0,12.0,1297.0,320.4,1259.0,676.0,6,4,2,0,0,7,7,7,7,5,0
PRV54177,False,81.0,1.0,0.0,1.0,550.0,0.0,12.0,12.0,4000.0,534.0,2545.0,580.0,2,1,1,0,2,1,1,2,2,1,1
PRV54178,False,57.5,1.0,0.0,1.0,45.0,0.0,12.0,12.0,0.0,0.0,1185.0,100.0,1,1,1,0,0,0,1,2,1,0,0
PRV54179,False,68.0,1.0,0.0,1.0,0.0,0.0,12.0,12.0,0.0,0.0,580.0,140.0,1,0,0,0,0,0,1,0,1,1,0
PRV54180,False,59.0,1.0,0.0,2.5,75.0,0.0,12.0,12.0,0.0,0.0,1445.0,540.0,0,2,2,0,0,2,2,1,1,0,1
PRV54181,False,75.75,1.0,0.0,2.5,47.5,0.0,12.0,12.0,0.0,0.0,2487.5,615.0,1,3,1,1,2,3,3,4,0,0,0
PRV54182,False,75.5,1.0,0.0,6.5,437.5,0.0,12.0,12.0,2787.5,267.0,2680.0,1287.5,1,3,1,1,2,2,4,4,1,1,2
PRV54183,False,70.5,1.0,0.0,3.0,2200.0,0.0,12.0,12.0,0.0,0.0,2540.0,245.0,1,1,1,1,1,1,0,2,2,1,0
PRV54184,False,76.9,1.0,0.0,3.6,356.0,0.0,12.0,12.0,11896.0,640.8,7804.0,2355.0,0,5,3,0,0,2,8,8,1,0,0
PRV54185,False,75.0,1.5,0.0,2.5,175.0,0.0,12.0,12.0,0.0,0.0,1725.0,150.0,1,1,0,0,1,1,0,1,0,0,0
PRV54186,False,72.81818181818181,1.0,0.0,3.3636363636363638,157.27272727272728,0.0,12.0,12.0,272.72727272727275,97.0909090909091,2292.7272727272725,453.6363636363636,0,7,7,2,7,6,8,8,3,7,3
PRV54187,False,67.0,1.0,0.0,5.0,200.0,0.0,12.0,12.0,0.0,0.0,760.0,280.0,1,1,0,0,1,0,0,0,1,0,0
PRV54188,False,66.75,1.0,0.0,2.25,765.0,0.0,12.0,12.0,0.0,0.0,3965.0,1197.5,1,4,3,0,1,3,4,4,2,1,1
PRV54191,False,76.5,1.0,0.0,2.0,180.0,0.0,12.0,12.0,22520.0,1068.0,195.0,405.0,1,0,1,0,1,0,0,1,0,1,0
PRV54192,False,80.5,1.0,0.0,4.0,445.0,0.0,12.0,12.0,2000.0,534.0,1840.0,700.0,2,2,1,0,0,1,2,2,1,1,0
PRV54193,False,77.20833333333333,1.0,0.0,2.9583333333333335,167.91666666666666,0.0,12.0,11.875,2807.0833333333335,311.5,2357.0833333333335,487.9166666666667,5,8,15,0,5,13,20,16,7,6,3
PRV54194,False,73.42857142857143,1.0,0.0,2.857142857142857,518.5714285714286,0.0,12.0,12.0,0.0,0.0,1498.5714285714287,385.7142857142857,1,5,2,0,1,1,3,5,0,2,1
PRV54196,False,72.8,1.0,0.0,2.8,432.0,0.0,12.0,12.0,1700.0,213.6,1224.0,325.0,3,6,4,1,2,5,6,8,3,4,1
PRV54197,False,77.0,1.0714285714285714,0.0,2.5,60.714285714285715,0.0,12.0,12.0,6674.285714285715,534.0,1437.142857142857,411.42857142857144,8,6,5,2,2,6,9,8,5,7,1
PRV54198,False,69.16666666666667,1.1666666666666667,0.0,3.0,81.66666666666667,0.0,12.0,12.0,666.6666666666666,178.0,1486.6666666666667,363.3333333333333,1,2,3,1,1,5,5,5,1,1,0
PRV54199,False,57.0,2.0,0.0,1.0,40.0,0.0,12.0,12.0,10000.0,1068.0,1530.0,70.0,1,0,1,0,0,1,1,1,0,0,0
PRV54200,False,75.3076923076923,1.4615384615384615,0.6153846153846154,8.923076923076923,13314.615384615385,1068.0,12.0,12.0,25640.0,1396.6153846153845,2815.3846153846152,643.8461538461538,5,11,5,3,3,7,12,13,2,2,2
PRV54201,False,73.75,1.0,0.0,6.0,4900.0,1068.0,12.0,12.0,8430.0,1602.0,700.0,132.5,3,3,1,0,2,2,2,4,1,0,0
PRV54202,False,77.8,1.8,0.9,7.9,13700.0,1068.0,12.0,12.0,20423.0,1602.0,1053.0,225.0,5,3,1,4,4,3,6,8,3,3,3
PRV54203,False,76.98039215686275,1.2156862745098038,0.0,2.9215686274509802,253.52941176470588,3.1372549019607843,11.92156862745098,12.0,2630.1960784313724,361.88235294117646,1290.7843137254902,419.2156862745098,19,23,24,4,18,22,34,33,13,13,8
PRV54204,False,72.75,1.0,1.0,8.0,15550.0,1068.0,12.0,12.0,46325.0,4716.5,3317.5,1070.0,1,3,3,0,2,0,3,3,2,2,1
PRV54205,False,73.55555555555556,1.2222222222222223,0.6666666666666666,9.333333333333334,7222.222222222223,1068.0,12.0,12.0,9604.444444444445,1542.6666666666667,1654.4444444444443,507.77777777777777,4,8,7,3,3,4,8,6,4,3,1
PRV54206,False,74.72727272727273,1.1363636363636365,0.045454545454545456,2.5,486.3636363636364,25.40909090909091,12.0,12.0,3495.4545454545455,436.90909090909093,2696.1363636363635,835.9090909090909,17,25,17,8,13,27,31,37,10,10,9
PRV54207,False,72.34146341463415,1.1951219512195121,0.0,2.5365853658536586,169.5121951219512,2.4390243902439024,11.707317073170731,11.414634146341463,1836.0975609756097,260.4878048780488,1351.219512195122,573.4146341463414,15,26,15,5,8,22,31,31,14,12,0
PRV54208,False,72.18518518518519,1.4074074074074074,0.18518518518518517,4.814814814814815,4228.148148148148,395.55555555555554,12.0,12.0,8667.777777777777,1062.962962962963,2236.6666666666665,560.3703703703703,13,17,11,3,14,11,21,23,4,10,4
PRV54209,True,74.06622516556291,1.4437086092715232,0.08609271523178808,3.7549668874172184,1184.76821192053,144.56953642384107,11.920529801324504,11.920529801324504,7687.615894039735,718.7284768211921,2366.291390728477,511.2913907284768,61,99,68,15,52,66,111,123,47,45,15
PRV54210,False,75.05,1.05,0.0,1.9,230.5,5.0,12.0,12.0,2263.5,213.6,1456.0,433.0,9,14,7,1,3,10,17,16,7,7,2
PRV54212,False,74.72222222222223,1.1666666666666667,0.0,2.6296296296296298,220.74074074074073,0.0,12.0,11.666666666666666,3499.814814814815,257.1111111111111,1138.888888888889,237.40740740740742,25,32,8,6,14,20,42,41,10,15,4
PRV54213,False,71.1044776119403,1.2238805970149254,0.23880597014925373,5.104477611940299,2527.1641791044776,336.089552238806,11.82089552238806,11.82089552238806,7555.522388059701,1011.1641791044776,2939.8507462686566,702.8358208955224,33,46,33,9,34,30,52,55,19,25,11
PRV54215,False,72.7741935483871,1.2903225806451613,0.3870967741935484,6.0,4657.096774193548,444.0,12.0,11.419354838709678,14742.258064516129,1205.8064516129032,2094.8387096774195,521.9354838709677,18,24,16,10,14,15,27,28,9,10,7
PRV54216,False,71.28571428571429,1.4081632653061225,0.1836734693877551,4.326530612244898,3333.469387755102,217.9591836734694,11.755102040816327,12.0,6892.244897959184,632.0816326530612,1353.8775510204082,496.734693877551,21,35,17,10,18,26,33,37,21,11,5
PRV54217,False,77.2,1.0666666666666667,0.0,2.6666666666666665,175.33333333333334,3.3333333333333335,12.0,12.0,4217.0,498.4,1353.6666666666667,304.0,13,25,6,8,9,18,26,28,9,8,0
PRV54219,False,69.15841584158416,1.3762376237623761,0.009900990099009901,2.8415841584158414,185.44554455445544,0.8910891089108911,11.584158415841584,11.762376237623762,1781.1881188118812,285.5049504950495,1096.930693069307,395.94059405940595,36,62,39,7,26,31,64,80,55,17,7
PRV54220,False,76.6875,1.4375,0.21875,4.90625,5785.625,241.16129032258064,11.625,12.0,8210.3125,801.0,2562.1875,692.5,12,24,13,7,9,17,24,27,16,9,3
PRV54222,False,72.84210526315789,1.0,0.0,2.6315789473684212,164.73684210526315,0.0,12.0,12.0,2288.4210526315787,281.05263157894734,748.9473684210526,143.1578947368421,5,14,9,2,3,11,9,17,11,5,1
PRV54223,False,66.45945945945945,1.0,0.0,3.2162162162162162,222.7027027027027,2.1621621621621623,12.0,12.0,9584.594594594595,845.1891891891892,2750.0,951.4864864864865,43,46,31,20,34,38,60,46,15,32,9
PRV54224,False,74.97674418604652,1.2790697674418605,0.0,2.627906976744186,359.5348837209302,0.6976744186046512,12.0,11.930232558139535,3336.7441860465115,372.5581395348837,1037.6744186046512,262.3255813953488,14,16,15,3,6,20,32,34,13,11,8
PRV54225,True,67.00961538461539,1.0,0.0,2.9326923076923075,515.5769230769231,5.096153846153846,12.0,12.0,5438.653846153846,575.0769230769231,3257.5,817.0192307692307,44,76,40,12,48,55,79,87,32,34,14
PRV54226,False,80.92307692307692,1.3076923076923077,0.0,2.3846153846153846,58.46153846153846,0.0,12.0,12.0,4307.692307692308,575.0769230769231,3419.230769230769,1049.2307692307693,6,6,3,3,3,5,9,7,6,4,1
PRV54227,False,75.0377358490566,1.2830188679245282,0.0,2.509433962264151,143.96226415094338,0.5660377358490566,12.0,12.0,2153.9622641509436,356.3018867924528,1128.867924528302,502.64150943396226,20,32,19,7,14,18,37,42,22,23,2
PRV54228,False,70.80681818181819,1.40625,0.06818181818181818,3.4375,1153.409090909091,123.01994301994301,11.931818181818182,11.965909090909092,5566.306818181818,717.7272727272727,2671.1363636363635,678.2954545454545,164,203,151,47,91,156,252,280,120,102,36
PRV54230,True,73.10317460317461,1.5555555555555556,0.24603174603174602,5.238095238095238,3243.253968253968,376.8412698412698,12.0,11.904761904761905,8235.873015873016,1052.3492063492063,1692.3015873015872,521.4285714285714,54,86,67,20,44,59,97,102,44,56,19
PRV54231,False,69.52105263157895,1.2736842105263158,0.0,2.8105263157894735,357.2631578947368,1.736842105263158,12.0,11.963157894736842,4793.473684210527,365.36842105263156,3294.842105263158,1132.3157894736842,102,101,100,18,52,95,126,161,44,78,9
PRV54232,False,73.64285714285714,1.4285714285714286,0.07142857142857142,4.023809523809524,2565.4761904761904,203.42857142857142,12.0,12.0,10347.380952380952,1017.1428571428571,2902.8571428571427,881.9047619047619,21,31,24,8,20,22,34,33,15,14,9
PRV54233,False,80.71428571428571,1.7142857142857142,0.0,3.2857142857142856,907.1428571428571,152.57142857142858,12.0,12.0,2171.4285714285716,305.14285714285717,1921.4285714285713,305.7142857142857,3,4,3,2,2,3,5,6,0,3,0
PRV54235,False,70.75,1.1875,0.0,2.5625,267.5,0.0,12.0,12.0,6605.0,600.75,2861.875,521.875,10,12,3,1,1,6,10,12,2,2,2
PRV54237,False,73.7905982905983,1.1623931623931625,0.0,2.5427350427350426,224.6153846153846,3.9316239316239314,11.948717948717949,11.282051282051283,5053.760683760684,510.8888888888889,2243.2478632478633,577.1367521367522,93,135,103,29,80,128,174,189,60,73,30
PRV54238,False,73.26724137931035,1.1867816091954022,0.0,2.9310344827586206,266.92528735632186,2.586206896551724,12.0,12.0,5560.603448275862,552.4137931034483,2250.3735632183907,641.0632183908046,134,237,158,59,158,159,264,296,123,127,61
PRV54239,False,73.45161290322581,1.0483870967741935,0.0,3.2096774193548385,338.38709677419354,2.903225806451613,12.0,11.806451612903226,1693.5483870967741,258.38709677419354,2924.3548387096776,815.1612903225806,24,30,27,17,26,31,45,54,19,18,4
PRV54240,False,73.58333333333333,1.1944444444444444,0.0,2.6527777777777777,200.0,4.027777777777778,12.0,12.0,4553.75,578.5,1811.6666666666667,675.2777777777778,34,55,43,16,22,41,53,59,26,16,3
PRV54242,False,72.35227272727273,1.5454545454545454,0.056818181818181816,3.3636363636363638,605.3409090909091,49.90909090909091,12.0,11.920454545454545,3069.2045454545455,400.5,2906.7045454545455,677.1590909090909,30,50,33,14,25,46,66,67,28,26,7
PRV54244,False,72.6017316017316,1.4718614718614718,0.17316017316017315,4.134199134199134,2495.1082251082253,220.85589519650654,11.974025974025974,11.852813852813853,7856.103896103896,724.3982683982684,2677.316017316017,746.060606060606,92,142,109,43,87,94,170,179,73,57,27
PRV54245,False,75.23699421965318,1.23121387283237,0.04046242774566474,3.3121387283236996,910.1156069364162,90.99421965317919,12.0,11.919075144508671,4251.7341040462425,449.08670520231215,1565.7225433526012,628.9595375722544,65,133,92,35,72,81,129,131,63,59,20
PRV54246,False,69.93023255813954,1.186046511627907,0.0,3.1627906976744184,230.2325581395349,2.7906976744186047,11.720930232558139,11.720930232558139,2831.1627906976746,422.2325581395349,2005.1162790697674,509.5348837209302,8,28,29,8,12,6,32,26,17,18,7
PRV54247,False,74.92857142857143,1.0571428571428572,0.014285714285714285,2.914285714285714,671.8571428571429,63.02857142857143,11.985714285714286,12.0,3964.285714285714,926.2285714285714,2581.5714285714284,668.2857142857143,22,38,38,13,20,27,52,57,27,24,5
PRV54250,False,71.01612903225806,1.3225806451612903,0.0,2.532258064516129,363.38709677419354,3.5483870967741935,12.0,12.0,2813.548387096774,461.80645161290323,2021.4516129032259,556.9354838709677,23,34,26,6,17,26,43,41,21,19,4
PRV54251,False,69.23404255319149,1.297872340425532,0.0851063829787234,3.9148936170212765,1650.8510638297873,138.46808510638297,12.0,12.0,6960.0,718.468085106383,3352.7659574468084,851.4893617021277,18,29,18,5,11,23,20,40,17,15,6
PRV54252,False,68.76470588235294,1.3529411764705883,0.0,3.0588235294117645,354.70588235294116,0.0,12.0,12.0,10323.529411764706,879.5294117647059,2696.470588235294,863.5294117647059,9,13,10,4,6,8,12,14,6,1,2
PRV54253,False,73.78571428571429,1.3571428571428572,0.14285714285714285,4.357142857142857,5917.857142857143,305.14285714285717,12.0,12.0,12360.0,686.5714285714286,2362.1428571428573,581.4285714285714,4,8,5,2,9,7,9,10,5,5,3
PRV54254,False,71.25961538461539,1.2403846153846154,0.0,2.9134615384615383,222.5,2.7884615384615383,12.0,12.0,4096.923076923077,513.4615384615385,2566.5384615384614,1159.0384615384614,46,71,58,1,50,50,86,89,51,26,13
PRV54255,False,71.19396551724138,1.1982758620689655,0.0,3.0129310344827585,462.19827586206895,0.6896551724137931,11.948275862068966,11.922413793103448,5165.3448275862065,566.2241379310345,2712.3275862068967,693.4051724137931,107,132,103,21,79,110,174,184,71,83,18
PRV54256,False,70.52671755725191,1.2213740458015268,0.015267175572519083,2.6412213740458017,446.8702290076336,22.633587786259543,11.954198473282442,12.0,5837.213740458015,528.3664122137404,2666.030534351145,737.6335877862596,70,156,110,23,65,116,183,199,81,55,23
PRV54257,False,69.01418439716312,1.173758865248227,0.0,2.7943262411347516,246.59574468085106,2.198581560283688,11.819148936170214,11.879432624113475,4603.439716312057,420.3829787234043,2352.198581560284,648.7588652482269,120,157,120,23,87,138,189,210,68,78,34
PRV54258,True,72.73109243697479,1.550420168067227,0.36134453781512604,5.932773109243698,5114.495798319328,516.448275862069,12.0,11.92436974789916,11468.44537815126,1133.0588235294117,2382.563025210084,601.5966386554621,117,165,127,39,87,115,172,199,83,86,36
PRV54259,False,68.96551724137932,1.0689655172413792,0.3103448275862069,4.758620689655173,3100.0,441.9310344827586,11.827586206896552,11.793103448275861,7108.275862068966,1100.1379310344828,3288.2758620689656,801.3793103448276,13,19,13,4,13,18,23,26,9,11,8
PRV54261,False,76.08,1.4666666666666666,0.013333333333333334,2.7066666666666666,339.8666666666667,5.066666666666666,12.0,12.0,3231.4666666666667,284.8,2306.133333333333,586.1333333333333,34,44,30,12,28,36,51,56,27,19,8
PRV54262,False,79.0,1.0,0.0,6.0,3000.0,1068.0,12.0,12.0,7000.0,2136.0,1160.0,490.0,1,0,1,0,0,1,0,1,1,0,0
PRV54263,False,65.83333333333333,1.1666666666666667,0.0,4.0,810.0,194.66666666666666,12.0,12.0,4166.666666666667,534.0,1483.3333333333333,631.6666666666666,3,3,3,1,1,3,6,6,1,1,0
PRV54265,False,70.91133004926108,1.2610837438423645,0.0,2.9532019704433496,278.1527093596059,3.3497536945812807,11.94088669950739,11.970443349753694,4132.857142857143,438.0295566502463,2024.064039408867,788.3990147783251,169,229,151,56,120,180,278,324,118,119,42
PRV54266,False,72.47692307692307,1.1846153846153846,0.3076923076923077,4.769230769230769,5218.153846153846,335.15625,12.0,12.0,10598.307692307691,751.6923076923077,1932.0,561.0769230769231,29,43,34,4,15,25,47,52,29,23,8
PRV54267,False,71.77876106194691,1.0132743362831858,0.0,2.9601769911504423,349.3805309734513,2.433628318584071,12.0,11.969026548672566,1800.7522123893805,226.83185840707964,2092.6991150442477,567.1681415929204,77,130,103,40,76,83,147,174,79,62,16
PRV54269,False,76.65254237288136,1.3983050847457628,0.0,2.593220338983051,277.45762711864404,2.457627118644068,12.0,12.0,1669.4915254237287,325.8305084745763,2363.64406779661,701.1016949152543,54,77,33,1,41,41,77,76,12,43,24
PRV54270,False,68.88235294117646,1.2941176470588236,0.0,2.6176470588235294,332.94117647058823,4.411764705882353,12.0,12.0,6033.823529411765,628.2352941176471,1763.5294117647059,863.5294117647059,10,17,10,2,9,13,20,22,5,5,5
PRV54271,False,66.34482758620689,1.0344827586206897,0.0,3.1379310344827585,215.17241379310346,4.482758620689655,12.0,12.0,15510.344827586207,1576.551724137931,1235.8620689655172,283.1034482758621,8,25,24,5,12,6,15,25,7,14,0
PRV54273,False,73.33760683760684,1.2606837606837606,0.0,2.871794871794872,307.77777777777777,3.9743589743589745,12.0,11.794871794871796,2786.709401709402,378.8205128205128,2174.2735042735044,608.2051282051282,121,119,95,26,87,116,183,190,94,97,23
PRV54274,False,73.91489361702128,1.0638297872340425,0.0,3.0,356.17021276595744,0.851063829787234,12.0,12.0,2534.0425531914893,386.29787234042556,2219.3617021276596,388.93617021276594,35,25,22,1,21,14,30,42,9,12,10
PRV54275,False,82.0,1.0,0.0,1.0,50.0,0.0,12.0,12.0,8300.0,1068.0,1270.0,1380.0,0,1,1,0,0,1,1,1,0,0,0
PRV54276,False,69.33766233766234,1.2987012987012987,0.05194805194805195,2.7662337662337664,1309.2207792207791,59.63636363636363,12.0,12.0,8839.61038961039,933.5584415584416,2578.181818181818,522.3376623376623,26,45,42,9,18,38,59,53,28,16,6
PRV54278,False,67.72131147540983,1.360655737704918,0.0,3.278688524590164,322.78688524590166,2.2950819672131146,12.0,12.0,2936.065573770492,616.9180327868852,2463.27868852459,841.4754098360655,38,32,18,4,16,31,38,55,20,34,8
PRV54280,False,71.2,1.0,0.0,2.35,351.5,0.0,12.0,12.0,2459.0,213.6,1770.0,655.0,5,11,3,2,4,8,8,12,4,5,3
PRV54282,False,66.94736842105263,1.0,0.0,3.0526315789473686,344.2105263157895,3.6842105263157894,12.0,12.0,2736.315789473684,112.42105263157895,2630.5263157894738,1231.578947368421,1,8,2,1,1,11,11,9,2,0,0
